Test Name	Expected	Status	Time
C7503_3000	<font face="Century Gothic" color="blue"><b> Started Iteration 1</b></font>	PASS	6/29/2020 3:49:19 PM
C7503_3000	<font face="Century Gothic" color="blue"><b> Started PO Creation Steps</b></font>	PASS	6/29/2020 3:49:19 PM
C7503_3000	Ariba login page is launched successfully	PASS	6/29/2020 3:49:28 PM
C7503_3000	Successfully entered value as "autodigir2" in 'UserName	PASS	6/29/2020 3:49:28 PM
C7503_3000	Value successfully entered in 'Password' field	PASS	6/29/2020 3:49:30 PM
C7503_3000	Clicked on 'Login' button successfully	PASS	6/29/2020 3:49:32 PM
C7503_3000	Ariba Application is login successfully with Username autodigir2	PASS	6/29/2020 3:49:40 PM
C7503_3000	Clicked on 'Create' button successfully	PASS	6/29/2020 3:49:44 PM
C7503_3000	Navigated successfully to Create->Requisition	PASS	6/29/2020 3:49:46 PM
C7503_3000	Successfully entered value as "CreatePurchaseRequisition" in 'Title	PASS	6/29/2020 3:49:47 PM
C7503_3000	Successfully the field value entered as 'Delay Purchase'	PASS	6/29/2020 3:49:49 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 3:49:58 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 3:50:17 PM
C7503_3000	Successfully entered value as "3000" in 'SearchName	PASS	6/29/2020 3:50:17 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 3:50:19 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 3:50:24 PM
C7503_3000	Navigated successfully and 3000  Value has been selected	PASS	6/29/2020 3:50:24 PM
C7503_3000	Successfully entered value as "AUTODESK 3000" in 'DeliverTo	PASS	6/29/2020 3:50:27 PM
C7503_3000	Successfully entered value as "Create Requisition" in 'Comments	PASS	6/29/2020 3:50:27 PM
C7503_3000	Requisition details are filled in Summary section	PASS	6/29/2020 3:50:29 PM
C7503_3000	Clicked on 'ContinueShopping' button successfully	PASS	6/29/2020 3:50:30 PM
C7503_3000	Catlog Home page exists Successfully	PASS	6/29/2020 3:50:33 PM
C7503_3000	Clicked on 'Add Non-Catolog' button successfully	PASS	6/29/2020 3:50:40 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 3:50:51 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 3:51:10 PM
C7503_3000	Successfully entered value as "3000" in 'SearchName	PASS	6/29/2020 3:51:10 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 3:51:11 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 3:51:17 PM
C7503_3000	Navigated successfully and 3000  Value has been selected	PASS	6/29/2020 3:51:17 PM
C7503_3000	Successfully entered value as "Line item 1" in 'Full Description	PASS	6/29/2020 3:51:17 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 3:51:26 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 3:51:44 PM
C7503_3000	Successfully entered value as "104PC" in 'SearchName	PASS	6/29/2020 3:51:45 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 3:51:46 PM
