Test Name	Expected	Status	Time
C7503_3000	<font face="Century Gothic" color="blue"><b> Started Iteration 1</b></font>	PASS	6/29/2020 1:50:20 PM
C7503_3000	<font face="Century Gothic" color="blue"><b> Started PO Creation Steps</b></font>	PASS	6/29/2020 1:50:20 PM
C7503_3000	Ariba login page is launched successfully	PASS	6/29/2020 1:50:29 PM
C7503_3000	Successfully entered value as "autodigir2" in 'UserName	PASS	6/29/2020 1:50:29 PM
C7503_3000	Value successfully entered in 'Password' field	PASS	6/29/2020 1:50:30 PM
C7503_3000	Clicked on 'Login' button successfully	PASS	6/29/2020 1:50:32 PM
C7503_3000	Ariba Application is login successfully with Username autodigir2	PASS	6/29/2020 1:50:40 PM
C7503_3000	Clicked on 'Create' button successfully	PASS	6/29/2020 1:50:44 PM
C7503_3000	Navigated successfully to Create->Requisition	PASS	6/29/2020 1:50:46 PM
C7503_3000	Successfully entered value as "CreatePurchaseRequisition" in 'Title	PASS	6/29/2020 1:50:48 PM
C7503_3000	Successfully the field value entered as 'Delay Purchase'	PASS	6/29/2020 1:50:50 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 1:50:58 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:51:17 PM
C7503_3000	Successfully entered value as "3000" in 'SearchName	PASS	6/29/2020 1:51:17 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:51:19 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:51:24 PM
C7503_3000	Navigated successfully and 3000  Value has been selected	PASS	6/29/2020 1:51:24 PM
C7503_3000	Successfully entered value as "AUTODESK 3000" in 'DeliverTo	PASS	6/29/2020 1:51:27 PM
C7503_3000	Successfully entered value as "Create Requisition" in 'Comments	PASS	6/29/2020 1:51:27 PM
C7503_3000	Requisition details are filled in Summary section	PASS	6/29/2020 1:51:28 PM
C7503_3000	Clicked on 'ContinueShopping' button successfully	PASS	6/29/2020 1:51:30 PM
C7503_3000	Catlog Home page exists Successfully	PASS	6/29/2020 1:51:33 PM
C7503_3000	Clicked on 'Add Non-Catolog' button successfully	PASS	6/29/2020 1:51:41 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 1:51:52 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:52:10 PM
C7503_3000	Successfully entered value as "3000" in 'SearchName	PASS	6/29/2020 1:52:10 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:52:12 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:52:17 PM
C7503_3000	Navigated successfully and 3000  Value has been selected	PASS	6/29/2020 1:52:17 PM
C7503_3000	Successfully entered value as "Line item 1" in 'Full Description	PASS	6/29/2020 1:52:17 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 1:52:26 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:52:45 PM
C7503_3000	Successfully entered value as "104PC" in 'SearchName	PASS	6/29/2020 1:52:45 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:52:46 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:52:51 PM
C7503_3000	Navigated successfully and 104PC  Value has been selected	PASS	6/29/2020 1:52:51 PM
C7503_3000	Successfully entered value as "5" in 'Quantity	PASS	6/29/2020 1:52:53 PM
C7503_3000	Successfully the value selected from 'Others' menu	PASS	6/29/2020 1:53:01 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:53:20 PM
C7503_3000	Successfully entered value as "USD" in 'SearchName	PASS	6/29/2020 1:53:20 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:53:22 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:53:27 PM
C7503_3000	Navigated successfully and USD  Value has been selected	PASS	6/29/2020 1:53:27 PM
C7503_3000	Successfully entered value as "1000" in 'Price	PASS	6/29/2020 1:53:35 PM
C7503_3000	Clicked on 'Update Amount' button successfully	PASS	6/29/2020 1:53:37 PM
C7503_3000	"'AmountFields'" retrieved value is : "AmountFields"	PASS	6/29/2020 1:53:45 PM
C7503_3000	Amount field is updated as $5,000.00 USD	PASS	6/29/2020 1:53:45 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 1:53:54 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:54:12 PM
C7503_3000	Successfully entered value as "0000208077" in 'SearchName	PASS	6/29/2020 1:54:12 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:54:14 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:54:19 PM
C7503_3000	Navigated successfully and 0000208077  Value has been selected	PASS	6/29/2020 1:54:19 PM
C7503_3000	catalog details are filled	PASS	6/29/2020 1:54:19 PM
C7503_3000	Clicked on 'Add to Cart' button successfully	PASS	6/29/2020 1:54:21 PM
C7503_3000	catalog details are filled	PASS	6/29/2020 1:54:24 PM
C7503_3000	Procced to check is verified Successfully	PASS	6/29/2020 1:54:25 PM
C7503_3000	Clicked on 'Proceed to Check' button successfully	PASS	6/29/2020 1:54:27 PM
C7503_3000	Successfully the value selected from 'Actions drop down' menu	PASS	6/29/2020 1:54:53 PM
C7503_3000	Successfully the value selected from 'Account Assignment' list	PASS	6/29/2020 1:55:12 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 1:55:21 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:55:40 PM
C7503_3000	Successfully entered value as "3000" in 'SearchName	PASS	6/29/2020 1:55:40 PM
C7503_3000	Clicked on 'SearchButton' button successfully	PASS	6/29/2020 1:55:41 PM
C7503_3000	Clicked on 'SelectButton' button successfully	PASS	6/29/2020 1:55:47 PM
C7503_3000	Navigated successfully and 3000  Value has been selected	PASS	6/29/2020 1:55:47 PM
C7503_3000	Successfully the value selected from 'SearchMore' menu	PASS	6/29/2020 1:56:03 PM
C7503_3000	Successfully the value selected from 'listType' list	PASS	6/29/2020 1:56:22 PM
